File,CEGAR,Cheetah,S52SAT,LCK,KSP,CEGAR_onedia
s4_ipc_p.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0019.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0021.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0022.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0023.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0024.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0025.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0026.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0027.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0028.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0029.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0031.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0032.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0033.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0034.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0035.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0036.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0037.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0038.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0039.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0041.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0042.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0043.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0044.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0045.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0046.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0047.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0048.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0049.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0051.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0052.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0053.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0054.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0055.intohylo,-1,-1,-1,-1,-1,-1
s4_ipc_p.0056.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0001.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0003.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0005.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0007.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0009.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0011.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0013.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0015.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0017.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0019.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0021.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0022.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0023.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0024.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0025.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0026.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0027.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0028.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0029.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0031.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0032.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0033.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0034.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0035.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0036.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0037.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0038.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0039.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0041.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0042.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0043.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0044.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0045.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0046.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0047.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0048.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0049.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0051.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0052.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0053.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0054.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0055.intohylo,-1,-1,-1,-1,-1,-1
s4_md_n.0056.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0001.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0003.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0005.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0007.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0009.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0011.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0013.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0015.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0017.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0019.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0021.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0022.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0023.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0024.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0025.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0026.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0027.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0028.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0029.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0031.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0032.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0033.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0034.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0035.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0036.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0037.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0038.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0039.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0041.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0042.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0043.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0044.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0045.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0046.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0047.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0048.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0049.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0051.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0052.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0053.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0054.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0055.intohylo,-1,-1,-1,-1,-1,-1
s4_md_p.0056.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0060.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0070.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0080.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0090.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0100.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0110.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0120.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0130.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0140.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0150.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0160.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0170.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0180.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0190.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0200.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0210.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0220.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0230.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0240.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0250.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0260.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0270.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0280.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0290.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0300.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0310.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0320.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0330.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0340.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0350.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0360.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0370.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0380.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0390.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0400.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0500.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0600.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0700.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0800.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.0900.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.1000.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.1100.intohylo,-1,-1,-1,-1,-1,-1
s4_path_n.1200.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0060.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0070.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0080.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0090.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0100.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0110.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0120.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0130.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0140.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0150.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0160.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0170.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0180.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0190.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0200.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0210.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0220.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0230.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0240.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0250.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0260.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0270.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0280.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0290.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0300.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0310.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0320.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0330.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0340.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0350.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0360.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0370.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0380.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0390.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0400.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0500.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0600.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0700.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0800.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.0900.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.1000.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.1100.intohylo,-1,-1,-1,-1,-1,-1
s4_path_p.1200.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0001.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0003.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0005.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0007.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0009.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0011.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0013.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0015.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0017.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0019.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0021.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0022.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0023.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0024.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0025.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0026.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0027.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0028.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0029.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0031.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0032.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0033.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0034.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0035.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0036.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0037.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0038.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0039.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0041.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0042.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0043.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0044.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0045.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0046.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0047.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0048.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0049.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0051.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0052.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0053.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0054.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0055.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_n.0056.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0001.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0003.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0005.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0007.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0009.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0011.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0013.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0015.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0017.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0019.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0021.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0022.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0023.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0024.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0025.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0026.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0027.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0028.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0029.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0031.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0032.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0033.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0034.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0035.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0036.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0037.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0038.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0039.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0041.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0042.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0043.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0044.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0045.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0046.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0047.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0048.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0049.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0050.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0051.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0052.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0053.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0054.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0055.intohylo,-1,-1,-1,-1,-1,-1
s4_ph_p.0056.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0001.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0002.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0003.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0004.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0005.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0006.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0007.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0008.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0009.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0010.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0011.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0012.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0013.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0014.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0015.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0016.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0017.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0018.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0019.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0020.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0021.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0022.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0023.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0024.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0025.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0026.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0027.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0028.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0029.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0030.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0031.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0032.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0033.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0034.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0035.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0036.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0037.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0038.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0039.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0040.intohylo,-1,-1,-1,-1,-1,-1
s4_s5_n.0041.intohylo,-1,-1,-1,-1,-1,-1
