File,Logic Domain,CEGAR,Cheetah,S52SAT
kt_grz_n.2700.intohylo,kt,-1,-1,-1
kt_grz_n.2800.intohylo,kt,-1,-1,-1
kt_grz_n.2900.intohylo,kt,-1,-1,-1
kt_grz_n.3000.intohylo,kt,-1,-1,-1
kt_grz_n.3100.intohylo,kt,-1,-1,-1
kt_grz_n.3200.intohylo,kt,-1,-1,-1
kt_grz_n.3300.intohylo,kt,-1,-1,-1
kt_grz_n.3400.intohylo,kt,-1,-1,-1
kt_grz_n.3500.intohylo,kt,-1,-1,-1
kt_grz_n.3600.intohylo,kt,-1,-1,-1
kt_grz_n.3700.intohylo,kt,-1,-1,-1
kt_grz_n.3800.intohylo,kt,-1,-1,-1
kt_grz_n.3900.intohylo,kt,-1,-1,-1
kt_grz_n.4000.intohylo,kt,-1,-1,-1
kt_grz_n.4500.intohylo,kt,-1,-1,-1
kt_grz_n.5000.intohylo,kt,-1,-1,-1
kt_grz_n.5500.intohylo,kt,-1,-1,-1
kt_grz_n.6000.intohylo,kt,-1,-1,-1
kt_grz_n.6500.intohylo,kt,-1,-1,-1
kt_grz_n.7000.intohylo,kt,-1,-1,-1
kt_grz_n.7500.intohylo,kt,-1,-1,-1
kt_grz_p.0010.intohylo,kt,-1,-1,-1
kt_grz_p.0020.intohylo,kt,-1,-1,-1
kt_grz_p.0030.intohylo,kt,-1,-1,-1
kt_grz_p.0040.intohylo,kt,-1,-1,-1
kt_grz_p.0050.intohylo,kt,-1,-1,-1
kt_grz_p.0060.intohylo,kt,-1,-1,-1
kt_grz_p.0070.intohylo,kt,-1,-1,-1
kt_grz_p.0080.intohylo,kt,-1,-1,-1
kt_grz_p.0090.intohylo,kt,-1,-1,-1
kt_grz_p.0100.intohylo,kt,-1,-1,-1
kt_grz_p.0200.intohylo,kt,-1,-1,-1
kt_grz_p.0300.intohylo,kt,-1,-1,-1
kt_grz_p.0400.intohylo,kt,-1,-1,-1
kt_grz_p.0500.intohylo,kt,-1,-1,-1
kt_grz_p.0600.intohylo,kt,-1,-1,-1
kt_grz_p.0700.intohylo,kt,-1,-1,-1
kt_grz_p.0800.intohylo,kt,-1,-1,-1
kt_grz_p.0900.intohylo,kt,-1,-1,-1
kt_grz_p.1000.intohylo,kt,-1,-1,-1
kt_grz_p.1100.intohylo,kt,-1,-1,-1
kt_grz_p.1200.intohylo,kt,-1,-1,-1
kt_grz_p.1300.intohylo,kt,-1,-1,-1
kt_grz_p.1400.intohylo,kt,-1,-1,-1
kt_grz_p.1500.intohylo,kt,-1,-1,-1
kt_grz_p.1600.intohylo,kt,-1,-1,-1
kt_grz_p.1700.intohylo,kt,-1,-1,-1
kt_grz_p.1800.intohylo,kt,-1,-1,-1
kt_grz_p.1900.intohylo,kt,-1,-1,-1
kt_grz_p.2000.intohylo,kt,-1,-1,-1
kt_grz_p.2100.intohylo,kt,-1,-1,-1
kt_grz_p.2200.intohylo,kt,-1,-1,-1
kt_grz_p.2300.intohylo,kt,-1,-1,-1
kt_grz_p.2400.intohylo,kt,-1,-1,-1
kt_grz_p.2500.intohylo,kt,-1,-1,-1
kt_grz_p.2600.intohylo,kt,-1,-1,-1
kt_grz_p.2700.intohylo,kt,-1,-1,-1
kt_grz_p.2800.intohylo,kt,-1,-1,-1
kt_grz_p.2900.intohylo,kt,-1,-1,-1
kt_grz_p.3000.intohylo,kt,-1,-1,-1
kt_grz_p.3100.intohylo,kt,-1,-1,-1
kt_grz_p.3200.intohylo,kt,-1,-1,-1
kt_grz_p.3300.intohylo,kt,-1,-1,-1
kt_grz_p.3400.intohylo,kt,-1,-1,-1
kt_grz_p.3500.intohylo,kt,-1,-1,-1
kt_grz_p.3600.intohylo,kt,-1,-1,-1
kt_grz_p.3700.intohylo,kt,-1,-1,-1
kt_grz_p.3800.intohylo,kt,-1,-1,-1
kt_grz_p.3900.intohylo,kt,-1,-1,-1
kt_grz_p.4000.intohylo,kt,-1,-1,-1
kt_grz_p.4500.intohylo,kt,-1,-1,-1
kt_grz_p.5000.intohylo,kt,-1,-1,-1
kt_grz_p.5500.intohylo,kt,-1,-1,-1
kt_grz_p.6000.intohylo,kt,-1,-1,-1
kt_grz_p.6500.intohylo,kt,-1,-1,-1
kt_grz_p.7000.intohylo,kt,-1,-1,-1
kt_grz_p.7500.intohylo,kt,-1,-1,-1
kt_path_n.0002.intohylo,kt,-1,-1,-1
kt_path_n.0004.intohylo,kt,-1,-1,-1
kt_path_n.0006.intohylo,kt,-1,-1,-1
kt_path_n.0008.intohylo,kt,-1,-1,-1
kt_path_n.0010.intohylo,kt,-1,-1,-1
kt_path_n.0012.intohylo,kt,-1,-1,-1
kt_path_n.0014.intohylo,kt,-1,-1,-1
kt_path_n.0016.intohylo,kt,-1,-1,-1
kt_path_n.0018.intohylo,kt,-1,-1,-1
kt_path_n.0020.intohylo,kt,-1,-1,-1
kt_path_n.0030.intohylo,kt,-1,-1,-1
kt_path_n.0040.intohylo,kt,-1,-1,-1
kt_path_n.0050.intohylo,kt,-1,-1,-1
kt_path_n.0060.intohylo,kt,-1,-1,-1
kt_path_n.0070.intohylo,kt,-1,-1,-1
kt_path_n.0080.intohylo,kt,-1,-1,-1
kt_path_n.0090.intohylo,kt,-1,-1,-1
kt_path_n.0100.intohylo,kt,-1,-1,-1
kt_path_n.0110.intohylo,kt,-1,-1,-1
kt_path_n.0120.intohylo,kt,-1,-1,-1
kt_path_n.0130.intohylo,kt,-1,-1,-1
kt_path_n.0140.intohylo,kt,-1,-1,-1
kt_path_n.0150.intohylo,kt,-1,-1,-1
kt_path_n.0160.intohylo,kt,-1,-1,-1
kt_path_n.0170.intohylo,kt,-1,-1,-1
kt_path_n.0180.intohylo,kt,-1,-1,-1
kt_path_n.0190.intohylo,kt,-1,-1,-1
kt_path_n.0200.intohylo,kt,-1,-1,-1
kt_path_n.0210.intohylo,kt,-1,-1,-1
kt_path_n.0220.intohylo,kt,-1,-1,-1
kt_path_n.0230.intohylo,kt,-1,-1,-1
kt_path_n.0240.intohylo,kt,-1,-1,-1
kt_path_n.0250.intohylo,kt,-1,-1,-1
kt_path_n.0260.intohylo,kt,-1,-1,-1
kt_path_n.0270.intohylo,kt,-1,-1,-1
kt_path_n.0280.intohylo,kt,-1,-1,-1
kt_path_n.0290.intohylo,kt,-1,-1,-1
kt_path_n.0300.intohylo,kt,-1,-1,-1
kt_path_n.0310.intohylo,kt,-1,-1,-1
kt_path_n.0320.intohylo,kt,-1,-1,-1
kt_path_n.0330.intohylo,kt,-1,-1,-1
kt_path_n.0340.intohylo,kt,-1,-1,-1
kt_path_n.0350.intohylo,kt,-1,-1,-1
kt_path_n.0360.intohylo,kt,-1,-1,-1
kt_path_n.0370.intohylo,kt,-1,-1,-1
kt_path_n.0380.intohylo,kt,-1,-1,-1
kt_path_n.0390.intohylo,kt,-1,-1,-1
kt_path_n.0400.intohylo,kt,-1,-1,-1
kt_path_n.0500.intohylo,kt,-1,-1,-1
kt_path_n.0600.intohylo,kt,-1,-1,-1
kt_path_n.0700.intohylo,kt,-1,-1,-1
kt_path_n.0800.intohylo,kt,-1,-1,-1
kt_path_n.0900.intohylo,kt,-1,-1,-1
kt_path_n.1000.intohylo,kt,-1,-1,-1
kt_path_n.1100.intohylo,kt,-1,-1,-1
kt_path_n.1200.intohylo,kt,-1,-1,-1
kt_path_p.0002.intohylo,kt,-1,-1,-1
kt_path_p.0004.intohylo,kt,-1,-1,-1
kt_path_p.0006.intohylo,kt,-1,-1,-1
kt_path_p.0008.intohylo,kt,-1,-1,-1
kt_path_p.0010.intohylo,kt,-1,-1,-1
kt_path_p.0012.intohylo,kt,-1,-1,-1
kt_path_p.0014.intohylo,kt,-1,-1,-1
kt_path_p.0016.intohylo,kt,-1,-1,-1
kt_path_p.0018.intohylo,kt,-1,-1,-1
kt_path_p.0020.intohylo,kt,-1,-1,-1
kt_path_p.0030.intohylo,kt,-1,-1,-1
kt_path_p.0040.intohylo,kt,-1,-1,-1
kt_path_p.0050.intohylo,kt,-1,-1,-1
kt_path_p.0060.intohylo,kt,-1,-1,-1
kt_path_p.0070.intohylo,kt,-1,-1,-1
kt_path_p.0080.intohylo,kt,-1,-1,-1
kt_path_p.0090.intohylo,kt,-1,-1,-1
kt_path_p.0100.intohylo,kt,-1,-1,-1
kt_path_p.0110.intohylo,kt,-1,-1,-1
kt_path_p.0120.intohylo,kt,-1,-1,-1
kt_path_p.0130.intohylo,kt,-1,-1,-1
kt_path_p.0140.intohylo,kt,-1,-1,-1
kt_path_p.0150.intohylo,kt,-1,-1,-1
kt_path_p.0160.intohylo,kt,-1,-1,-1
kt_path_p.0170.intohylo,kt,-1,-1,-1
kt_path_p.0180.intohylo,kt,-1,-1,-1
kt_path_p.0190.intohylo,kt,-1,-1,-1
kt_path_p.0200.intohylo,kt,-1,-1,-1
kt_path_p.0210.intohylo,kt,-1,-1,-1
kt_path_p.0220.intohylo,kt,-1,-1,-1
kt_path_p.0230.intohylo,kt,-1,-1,-1
kt_path_p.0240.intohylo,kt,-1,-1,-1
kt_path_p.0250.intohylo,kt,-1,-1,-1
kt_path_p.0260.intohylo,kt,-1,-1,-1
kt_path_p.0270.intohylo,kt,-1,-1,-1
kt_path_p.0280.intohylo,kt,-1,-1,-1
kt_path_p.0290.intohylo,kt,-1,-1,-1
kt_path_p.0300.intohylo,kt,-1,-1,-1
kt_path_p.0310.intohylo,kt,-1,-1,-1
kt_path_p.0320.intohylo,kt,-1,-1,-1
kt_path_p.0330.intohylo,kt,-1,-1,-1
kt_path_p.0340.intohylo,kt,-1,-1,-1
kt_path_p.0350.intohylo,kt,-1,-1,-1
kt_path_p.0360.intohylo,kt,-1,-1,-1
kt_path_p.0370.intohylo,kt,-1,-1,-1
kt_path_p.0380.intohylo,kt,-1,-1,-1
kt_path_p.0390.intohylo,kt,-1,-1,-1
kt_path_p.0400.intohylo,kt,-1,-1,-1
kt_path_p.0500.intohylo,kt,-1,-1,-1
kt_path_p.0600.intohylo,kt,-1,-1,-1
kt_path_p.0700.intohylo,kt,-1,-1,-1
kt_path_p.0800.intohylo,kt,-1,-1,-1
kt_path_p.0900.intohylo,kt,-1,-1,-1
kt_path_p.1000.intohylo,kt,-1,-1,-1
kt_path_p.1100.intohylo,kt,-1,-1,-1
kt_path_p.1200.intohylo,kt,-1,-1,-1
kt_ph_n.0001.intohylo,kt,-1,-1,-1
kt_ph_n.0002.intohylo,kt,-1,-1,-1
kt_ph_n.0003.intohylo,kt,-1,-1,-1
kt_ph_n.0004.intohylo,kt,-1,-1,-1
kt_ph_n.0005.intohylo,kt,-1,-1,-1
kt_ph_n.0006.intohylo,kt,-1,-1,-1
kt_ph_n.0007.intohylo,kt,-1,-1,-1
kt_ph_n.0008.intohylo,kt,-1,-1,-1
kt_ph_n.0009.intohylo,kt,-1,-1,-1
kt_ph_n.0010.intohylo,kt,-1,-1,-1
kt_ph_n.0011.intohylo,kt,-1,-1,-1
kt_ph_n.0012.intohylo,kt,-1,-1,-1
kt_ph_n.0013.intohylo,kt,-1,-1,-1
kt_ph_n.0014.intohylo,kt,-1,-1,-1
kt_ph_n.0015.intohylo,kt,-1,-1,-1
kt_ph_n.0016.intohylo,kt,-1,-1,-1
kt_ph_n.0017.intohylo,kt,-1,-1,-1
kt_ph_n.0018.intohylo,kt,-1,-1,-1
kt_ph_n.0019.intohylo,kt,-1,-1,-1
kt_ph_n.0020.intohylo,kt,-1,-1,-1
kt_ph_n.0021.intohylo,kt,-1,-1,-1
kt_ph_n.0022.intohylo,kt,-1,-1,-1
kt_ph_n.0023.intohylo,kt,-1,-1,-1
kt_ph_n.0024.intohylo,kt,-1,-1,-1
kt_ph_n.0025.intohylo,kt,-1,-1,-1
kt_ph_n.0026.intohylo,kt,-1,-1,-1
kt_ph_n.0027.intohylo,kt,-1,-1,-1
kt_ph_n.0028.intohylo,kt,-1,-1,-1
kt_ph_n.0029.intohylo,kt,-1,-1,-1
kt_ph_n.0030.intohylo,kt,-1,-1,-1
kt_ph_n.0031.intohylo,kt,-1,-1,-1
kt_ph_n.0032.intohylo,kt,-1,-1,-1
kt_ph_n.0033.intohylo,kt,-1,-1,-1
kt_ph_n.0034.intohylo,kt,-1,-1,-1
kt_ph_n.0035.intohylo,kt,-1,-1,-1
kt_ph_n.0036.intohylo,kt,-1,-1,-1
kt_ph_n.0037.intohylo,kt,-1,-1,-1
kt_ph_n.0038.intohylo,kt,-1,-1,-1
kt_ph_n.0039.intohylo,kt,-1,-1,-1
kt_ph_n.0040.intohylo,kt,-1,-1,-1
kt_ph_n.0041.intohylo,kt,-1,-1,-1
kt_ph_n.0042.intohylo,kt,-1,-1,-1
kt_ph_n.0043.intohylo,kt,-1,-1,-1
kt_ph_n.0044.intohylo,kt,-1,-1,-1
kt_ph_n.0045.intohylo,kt,-1,-1,-1
kt_ph_n.0046.intohylo,kt,-1,-1,-1
kt_ph_n.0047.intohylo,kt,-1,-1,-1
kt_ph_n.0048.intohylo,kt,-1,-1,-1
kt_ph_n.0049.intohylo,kt,-1,-1,-1
kt_ph_n.0050.intohylo,kt,-1,-1,-1
kt_ph_n.0051.intohylo,kt,-1,-1,-1
kt_ph_n.0052.intohylo,kt,-1,-1,-1
kt_ph_n.0053.intohylo,kt,-1,-1,-1
kt_ph_n.0054.intohylo,kt,-1,-1,-1
kt_ph_n.0055.intohylo,kt,-1,-1,-1
kt_ph_n.0056.intohylo,kt,-1,-1,-1
kt_ph_p.0001.intohylo,kt,-1,-1,-1
kt_ph_p.0002.intohylo,kt,-1,-1,-1
kt_ph_p.0003.intohylo,kt,-1,-1,-1
kt_ph_p.0004.intohylo,kt,-1,-1,-1
kt_ph_p.0005.intohylo,kt,-1,-1,-1
kt_ph_p.0006.intohylo,kt,-1,-1,-1
kt_ph_p.0007.intohylo,kt,-1,-1,-1
kt_ph_p.0008.intohylo,kt,-1,-1,-1
kt_ph_p.0009.intohylo,kt,-1,-1,-1
kt_ph_p.0010.intohylo,kt,-1,-1,-1
kt_ph_p.0011.intohylo,kt,-1,-1,-1
kt_ph_p.0012.intohylo,kt,-1,-1,-1
kt_ph_p.0013.intohylo,kt,-1,-1,-1
kt_ph_p.0014.intohylo,kt,-1,-1,-1
kt_ph_p.0015.intohylo,kt,-1,-1,-1
kt_ph_p.0016.intohylo,kt,-1,-1,-1
kt_ph_p.0017.intohylo,kt,-1,-1,-1
kt_ph_p.0018.intohylo,kt,-1,-1,-1
kt_ph_p.0019.intohylo,kt,-1,-1,-1
kt_ph_p.0020.intohylo,kt,-1,-1,-1
kt_ph_p.0021.intohylo,kt,-1,-1,-1
kt_ph_p.0022.intohylo,kt,-1,-1,-1
kt_ph_p.0023.intohylo,kt,-1,-1,-1
kt_ph_p.0024.intohylo,kt,-1,-1,-1
kt_ph_p.0025.intohylo,kt,-1,-1,-1
kt_ph_p.0026.intohylo,kt,-1,-1,-1
kt_ph_p.0027.intohylo,kt,-1,-1,-1
kt_ph_p.0028.intohylo,kt,-1,-1,-1
kt_ph_p.0029.intohylo,kt,-1,-1,-1
kt_ph_p.0030.intohylo,kt,-1,-1,-1
kt_ph_p.0031.intohylo,kt,-1,-1,-1
kt_ph_p.0032.intohylo,kt,-1,-1,-1
kt_ph_p.0033.intohylo,kt,-1,-1,-1
kt_ph_p.0034.intohylo,kt,-1,-1,-1
kt_ph_p.0035.intohylo,kt,-1,-1,-1
kt_ph_p.0036.intohylo,kt,-1,-1,-1
kt_ph_p.0037.intohylo,kt,-1,-1,-1
kt_ph_p.0038.intohylo,kt,-1,-1,-1
kt_ph_p.0039.intohylo,kt,-1,-1,-1
kt_ph_p.0040.intohylo,kt,-1,-1,-1
kt_ph_p.0041.intohylo,kt,-1,-1,-1
kt_ph_p.0042.intohylo,kt,-1,-1,-1
kt_ph_p.0043.intohylo,kt,-1,-1,-1
kt_ph_p.0044.intohylo,kt,-1,-1,-1
kt_ph_p.0045.intohylo,kt,-1,-1,-1
kt_ph_p.0046.intohylo,kt,-1,-1,-1
kt_ph_p.0047.intohylo,kt,-1,-1,-1
kt_ph_p.0048.intohylo,kt,-1,-1,-1
kt_ph_p.0049.intohylo,kt,-1,-1,-1
kt_ph_p.0050.intohylo,kt,-1,-1,-1
kt_ph_p.0051.intohylo,kt,-1,-1,-1
kt_ph_p.0052.intohylo,kt,-1,-1,-1
kt_ph_p.0053.intohylo,kt,-1,-1,-1
kt_ph_p.0054.intohylo,kt,-1,-1,-1
kt_ph_p.0055.intohylo,kt,-1,-1,-1
kt_ph_p.0056.intohylo,kt,-1,-1,-1
kt_poly_n.0002.intohylo,kt,-1,-1,-1
kt_poly_n.0004.intohylo,kt,-1,-1,-1
kt_poly_n.0006.intohylo,kt,-1,-1,-1
kt_poly_n.0008.intohylo,kt,-1,-1,-1
kt_poly_n.0010.intohylo,kt,-1,-1,-1
kt_poly_n.0012.intohylo,kt,-1,-1,-1
kt_poly_n.0014.intohylo,kt,-1,-1,-1
kt_poly_n.0016.intohylo,kt,-1,-1,-1
kt_poly_n.0018.intohylo,kt,-1,-1,-1
kt_poly_n.0020.intohylo,kt,-1,-1,-1
kt_poly_n.0040.intohylo,kt,-1,-1,-1
kt_poly_n.0060.intohylo,kt,-1,-1,-1
kt_poly_n.0080.intohylo,kt,-1,-1,-1
kt_poly_n.0100.intohylo,kt,-1,-1,-1
kt_poly_n.0120.intohylo,kt,-1,-1,-1
kt_poly_n.0140.intohylo,kt,-1,-1,-1
kt_poly_n.0160.intohylo,kt,-1,-1,-1
kt_poly_n.0180.intohylo,kt,-1,-1,-1
kt_poly_n.0200.intohylo,kt,-1,-1,-1
kt_poly_n.0220.intohylo,kt,-1,-1,-1
kt_poly_n.0240.intohylo,kt,-1,-1,-1
kt_poly_n.0260.intohylo,kt,-1,-1,-1
kt_poly_n.0280.intohylo,kt,-1,-1,-1
kt_poly_n.0300.intohylo,kt,-1,-1,-1
kt_poly_n.0320.intohylo,kt,-1,-1,-1
kt_poly_n.0340.intohylo,kt,-1,-1,-1
kt_poly_n.0360.intohylo,kt,-1,-1,-1
kt_poly_n.0380.intohylo,kt,-1,-1,-1
kt_poly_n.0400.intohylo,kt,-1,-1,-1
kt_poly_n.0420.intohylo,kt,-1,-1,-1
kt_poly_n.0440.intohylo,kt,-1,-1,-1
kt_poly_n.0460.intohylo,kt,-1,-1,-1
kt_poly_n.0480.intohylo,kt,-1,-1,-1
kt_poly_n.0500.intohylo,kt,-1,-1,-1
kt_poly_n.0520.intohylo,kt,-1,-1,-1
kt_poly_n.0540.intohylo,kt,-1,-1,-1
kt_poly_n.0560.intohylo,kt,-1,-1,-1
kt_poly_n.0580.intohylo,kt,-1,-1,-1
kt_poly_n.0600.intohylo,kt,-1,-1,-1
kt_poly_n.0620.intohylo,kt,-1,-1,-1
kt_poly_n.0640.intohylo,kt,-1,-1,-1
kt_poly_n.0660.intohylo,kt,-1,-1,-1
kt_poly_n.0680.intohylo,kt,-1,-1,-1
kt_poly_n.0700.intohylo,kt,-1,-1,-1
kt_poly_n.0720.intohylo,kt,-1,-1,-1
kt_poly_n.0740.intohylo,kt,-1,-1,-1
kt_poly_n.0760.intohylo,kt,-1,-1,-1
kt_poly_n.0780.intohylo,kt,-1,-1,-1
kt_poly_n.0800.intohylo,kt,-1,-1,-1
kt_poly_n.0820.intohylo,kt,-1,-1,-1
kt_poly_n.0840.intohylo,kt,-1,-1,-1
kt_poly_n.0860.intohylo,kt,-1,-1,-1
kt_poly_n.0880.intohylo,kt,-1,-1,-1
kt_poly_n.0900.intohylo,kt,-1,-1,-1
kt_poly_n.0920.intohylo,kt,-1,-1,-1
kt_poly_n.0940.intohylo,kt,-1,-1,-1
kt_poly_p.0002.intohylo,kt,-1,-1,-1
kt_poly_p.0004.intohylo,kt,-1,-1,-1
kt_poly_p.0006.intohylo,kt,-1,-1,-1
kt_poly_p.0008.intohylo,kt,-1,-1,-1
kt_poly_p.0010.intohylo,kt,-1,-1,-1
kt_poly_p.0012.intohylo,kt,-1,-1,-1
kt_poly_p.0014.intohylo,kt,-1,-1,-1
kt_poly_p.0016.intohylo,kt,-1,-1,-1
kt_poly_p.0018.intohylo,kt,-1,-1,-1
kt_poly_p.0020.intohylo,kt,-1,-1,-1
kt_poly_p.0040.intohylo,kt,-1,-1,-1
kt_poly_p.0060.intohylo,kt,-1,-1,-1
kt_poly_p.0080.intohylo,kt,-1,-1,-1
kt_poly_p.0100.intohylo,kt,-1,-1,-1
kt_poly_p.0120.intohylo,kt,-1,-1,-1
kt_poly_p.0140.intohylo,kt,-1,-1,-1
kt_poly_p.0160.intohylo,kt,-1,-1,-1
kt_poly_p.0180.intohylo,kt,-1,-1,-1
kt_poly_p.0200.intohylo,kt,-1,-1,-1
kt_poly_p.0220.intohylo,kt,-1,-1,-1
kt_poly_p.0240.intohylo,kt,-1,-1,-1
kt_poly_p.0260.intohylo,kt,-1,-1,-1
kt_poly_p.0280.intohylo,kt,-1,-1,-1
kt_poly_p.0300.intohylo,kt,-1,-1,-1
kt_poly_p.0320.intohylo,kt,-1,-1,-1
kt_poly_p.0340.intohylo,kt,-1,-1,-1
kt_poly_p.0360.intohylo,kt,-1,-1,-1
kt_poly_p.0380.intohylo,kt,-1,-1,-1
kt_poly_p.0400.intohylo,kt,-1,-1,-1
kt_poly_p.0420.intohylo,kt,-1,-1,-1
kt_poly_p.0440.intohylo,kt,-1,-1,-1
kt_poly_p.0460.intohylo,kt,-1,-1,-1
kt_poly_p.0480.intohylo,kt,-1,-1,-1
kt_poly_p.0500.intohylo,kt,-1,-1,-1
kt_poly_p.0520.intohylo,kt,-1,-1,-1
kt_poly_p.0540.intohylo,kt,-1,-1,-1
kt_poly_p.0560.intohylo,kt,-1,-1,-1
kt_poly_p.0580.intohylo,kt,-1,-1,-1
kt_poly_p.0600.intohylo,kt,-1,-1,-1
kt_poly_p.0620.intohylo,kt,-1,-1,-1
kt_poly_p.0640.intohylo,kt,-1,-1,-1
kt_poly_p.0660.intohylo,kt,-1,-1,-1
kt_poly_p.0680.intohylo,kt,-1,-1,-1
kt_poly_p.0700.intohylo,kt,-1,-1,-1
kt_poly_p.0720.intohylo,kt,-1,-1,-1
kt_poly_p.0740.intohylo,kt,-1,-1,-1
kt_poly_p.0760.intohylo,kt,-1,-1,-1
kt_poly_p.0780.intohylo,kt,-1,-1,-1
kt_poly_p.0800.intohylo,kt,-1,-1,-1
kt_poly_p.0820.intohylo,kt,-1,-1,-1
kt_poly_p.0840.intohylo,kt,-1,-1,-1
kt_poly_p.0860.intohylo,kt,-1,-1,-1
kt_poly_p.0880.intohylo,kt,-1,-1,-1
kt_poly_p.0900.intohylo,kt,-1,-1,-1
kt_poly_p.0920.intohylo,kt,-1,-1,-1
kt_poly_p.0940.intohylo,kt,-1,-1,-1
kt_t4p_n.0010.intohylo,kt,-1,-1,-1
kt_t4p_n.0020.intohylo,kt,-1,-1,-1
kt_t4p_n.0030.intohylo,kt,-1,-1,-1
kt_t4p_n.0040.intohylo,kt,-1,-1,-1
kt_t4p_n.0050.intohylo,kt,-1,-1,-1
kt_t4p_n.0060.intohylo,kt,-1,-1,-1
kt_t4p_n.0070.intohylo,kt,-1,-1,-1
kt_t4p_n.0080.intohylo,kt,-1,-1,-1
kt_t4p_n.0090.intohylo,kt,-1,-1,-1
kt_t4p_n.0100.intohylo,kt,-1,-1,-1
kt_t4p_n.0200.intohylo,kt,-1,-1,-1
kt_t4p_n.0300.intohylo,kt,-1,-1,-1
kt_t4p_n.0400.intohylo,kt,-1,-1,-1
kt_t4p_n.0500.intohylo,kt,-1,-1,-1
kt_t4p_n.0600.intohylo,kt,-1,-1,-1
kt_t4p_n.0700.intohylo,kt,-1,-1,-1
kt_t4p_n.0800.intohylo,kt,-1,-1,-1
kt_t4p_n.0900.intohylo,kt,-1,-1,-1
kt_t4p_n.1000.intohylo,kt,-1,-1,-1
kt_t4p_n.1100.intohylo,kt,-1,-1,-1
kt_t4p_n.1200.intohylo,kt,-1,-1,-1
kt_t4p_n.1300.intohylo,kt,-1,-1,-1
kt_t4p_n.1400.intohylo,kt,-1,-1,-1
kt_t4p_n.1500.intohylo,kt,-1,-1,-1
kt_t4p_n.1600.intohylo,kt,-1,-1,-1
kt_t4p_n.1700.intohylo,kt,-1,-1,-1
kt_t4p_n.1800.intohylo,kt,-1,-1,-1
kt_t4p_n.1900.intohylo,kt,-1,-1,-1
kt_t4p_n.2000.intohylo,kt,-1,-1,-1
kt_t4p_n.2100.intohylo,kt,-1,-1,-1
kt_t4p_n.2200.intohylo,kt,-1,-1,-1
kt_t4p_n.2300.intohylo,kt,-1,-1,-1
kt_t4p_n.2400.intohylo,kt,-1,-1,-1
kt_t4p_n.2500.intohylo,kt,-1,-1,-1
kt_t4p_n.2600.intohylo,kt,-1,-1,-1
kt_t4p_n.2700.intohylo,kt,-1,-1,-1
kt_t4p_n.2800.intohylo,kt,-1,-1,-1
kt_t4p_n.2900.intohylo,kt,-1,-1,-1
kt_t4p_n.3000.intohylo,kt,-1,-1,-1
kt_t4p_n.3500.intohylo,kt,-1,-1,-1
kt_t4p_n.4000.intohylo,kt,-1,-1,-1
kt_t4p_n.4500.intohylo,kt,-1,-1,-1
kt_t4p_n.5000.intohylo,kt,-1,-1,-1
kt_t4p_n.5500.intohylo,kt,-1,-1,-1
kt_t4p_n.6000.intohylo,kt,-1,-1,-1
kt_t4p_n.6500.intohylo,kt,-1,-1,-1
kt_t4p_n.7000.intohylo,kt,-1,-1,-1
kt_t4p_n.7500.intohylo,kt,-1,-1,-1
kt_t4p_n.8000.intohylo,kt,-1,-1,-1
kt_t4p_n.9000.intohylo,kt,-1,-1,-1
kt_t4p_n.10000.intohylo,kt,-1,-1,-1
kt_t4p_n.11000.intohylo,kt,-1,-1,-1
kt_t4p_n.12000.intohylo,kt,-1,-1,-1
kt_t4p_n.13000.intohylo,kt,-1,-1,-1
kt_t4p_n.14000.intohylo,kt,-1,-1,-1
kt_t4p_n.15000.intohylo,kt,-1,-1,-1
kt_t4p_p.0010.intohylo,kt,-1,-1,-1
kt_t4p_p.0020.intohylo,kt,-1,-1,-1
kt_t4p_p.0030.intohylo,kt,-1,-1,-1
kt_t4p_p.0040.intohylo,kt,-1,-1,-1
kt_t4p_p.0050.intohylo,kt,-1,-1,-1
kt_t4p_p.0060.intohylo,kt,-1,-1,-1
kt_t4p_p.0070.intohylo,kt,-1,-1,-1
kt_t4p_p.0080.intohylo,kt,-1,-1,-1
kt_t4p_p.0090.intohylo,kt,-1,-1,-1
kt_t4p_p.0100.intohylo,kt,-1,-1,-1
kt_t4p_p.0200.intohylo,kt,-1,-1,-1
kt_t4p_p.0300.intohylo,kt,-1,-1,-1
kt_t4p_p.0400.intohylo,kt,-1,-1,-1
kt_t4p_p.0500.intohylo,kt,-1,-1,-1
kt_t4p_p.0600.intohylo,kt,-1,-1,-1
kt_t4p_p.0700.intohylo,kt,-1,-1,-1
kt_t4p_p.0800.intohylo,kt,-1,-1,-1
kt_t4p_p.0900.intohylo,kt,-1,-1,-1
kt_t4p_p.1000.intohylo,kt,-1,-1,-1
kt_t4p_p.1100.intohylo,kt,-1,-1,-1
kt_t4p_p.1200.intohylo,kt,-1,-1,-1
kt_t4p_p.1300.intohylo,kt,-1,-1,-1
kt_t4p_p.1400.intohylo,kt,-1,-1,-1
kt_t4p_p.1500.intohylo,kt,-1,-1,-1
kt_t4p_p.1600.intohylo,kt,-1,-1,-1
kt_t4p_p.1700.intohylo,kt,-1,-1,-1
kt_t4p_p.1800.intohylo,kt,-1,-1,-1
kt_t4p_p.1900.intohylo,kt,-1,-1,-1
kt_t4p_p.2000.intohylo,kt,-1,-1,-1
kt_t4p_p.2100.intohylo,kt,-1,-1,-1
