File,Logic Domain,CEGAR,Cheetah,S52SAT
s4_md_n.0037.intohylo,s4,8,-1,-1
s4_md_n.0038.intohylo,s4,8,-1,-1
s4_md_n.0039.intohylo,s4,8,-1,-1
s4_md_n.0040.intohylo,s4,8,-1,-1
s4_md_n.0041.intohylo,s4,8,-1,-1
s4_md_n.0042.intohylo,s4,-1,-1,-1
s4_md_n.0043.intohylo,s4,-1,-1,-1
s4_md_n.0044.intohylo,s4,-1,-1,-1
s4_md_n.0045.intohylo,s4,-1,-1,-1
s4_md_n.0046.intohylo,s4,-1,-1,-1
s4_md_n.0047.intohylo,s4,-1,-1,-1
s4_md_n.0048.intohylo,s4,-1,-1,-1
s4_md_n.0049.intohylo,s4,-1,-1,-1
s4_md_n.0050.intohylo,s4,-1,-1,-1
s4_md_n.0051.intohylo,s4,-1,-1,-1
s4_md_n.0052.intohylo,s4,-1,-1,-1
s4_md_n.0053.intohylo,s4,-1,-1,-1
s4_md_n.0054.intohylo,s4,-1,-1,-1
s4_md_n.0055.intohylo,s4,-1,-1,-1
s4_md_n.0056.intohylo,s4,-1,-1,-1
s4_md_p.0001.intohylo,s4,0.25,0.25,0.25
s4_md_p.0002.intohylo,s4,0.25,0.25,0.25
s4_md_p.0003.intohylo,s4,0.25,0.25,0.25
s4_md_p.0004.intohylo,s4,0.25,0.25,0.25
s4_md_p.0005.intohylo,s4,0.25,0.25,0.25
s4_md_p.0006.intohylo,s4,0.25,0.25,0.25
s4_md_p.0007.intohylo,s4,0.25,0.25,0.25
s4_md_p.0008.intohylo,s4,0.25,0.25,0.25
s4_md_p.0009.intohylo,s4,0.25,0.25,0.5
s4_md_p.0010.intohylo,s4,0.25,0.25,0.5
s4_md_p.0011.intohylo,s4,0.25,0.25,1
s4_md_p.0012.intohylo,s4,0.25,0.25,1
s4_md_p.0013.intohylo,s4,0.25,0.5,2
s4_md_p.0014.intohylo,s4,0.25,1,4
s4_md_p.0015.intohylo,s4,0.25,1,4
s4_md_p.0016.intohylo,s4,0.25,2,-1
s4_md_p.0017.intohylo,s4,0.5,4,-1
s4_md_p.0018.intohylo,s4,0.5,4,-1
s4_md_p.0019.intohylo,s4,0.5,-1,-1
s4_md_p.0020.intohylo,s4,1,-1,-1
s4_md_p.0021.intohylo,s4,1,-1,-1
s4_md_p.0022.intohylo,s4,1,-1,-1
s4_md_p.0023.intohylo,s4,2,-1,-1
s4_md_p.0024.intohylo,s4,2,-1,-1
s4_md_p.0025.intohylo,s4,2,-1,-1
s4_md_p.0026.intohylo,s4,4,-1,-1
s4_md_p.0027.intohylo,s4,4,-1,-1
s4_md_p.0028.intohylo,s4,-1,-1,-1
s4_md_p.0029.intohylo,s4,-1,-1,-1
s4_md_p.0030.intohylo,s4,-1,-1,-1
s4_md_p.0031.intohylo,s4,-1,-1,-1
s4_md_p.0032.intohylo,s4,-1,-1,-1
s4_md_p.0033.intohylo,s4,-1,-1,-1
s4_md_p.0034.intohylo,s4,-1,-1,-1
s4_md_p.0035.intohylo,s4,-1,-1,-1
s4_md_p.0036.intohylo,s4,-1,-1,-1
s4_md_p.0037.intohylo,s4,-1,-1,-1
s4_md_p.0038.intohylo,s4,-1,-1,-1
s4_md_p.0039.intohylo,s4,-1,-1,-1
s4_md_p.0040.intohylo,s4,-1,-1,-1
s4_md_p.0041.intohylo,s4,-1,-1,-1
s4_md_p.0042.intohylo,s4,-1,-1,-1
s4_md_p.0043.intohylo,s4,-1,-1,-1
s4_md_p.0044.intohylo,s4,-1,-1,-1
s4_md_p.0045.intohylo,s4,-1,-1,-1
s4_md_p.0046.intohylo,s4,-1,-1,-1
s4_md_p.0047.intohylo,s4,-1,-1,-1
s4_md_p.0048.intohylo,s4,-1,-1,-1
s4_md_p.0049.intohylo,s4,-1,-1,-1
s4_md_p.0050.intohylo,s4,-1,-1,-1
s4_md_p.0051.intohylo,s4,-1,-1,-1
s4_md_p.0052.intohylo,s4,-1,-1,-1
s4_md_p.0053.intohylo,s4,-1,-1,-1
s4_md_p.0054.intohylo,s4,-1,-1,-1
s4_md_p.0055.intohylo,s4,-1,-1,-1
s4_md_p.0056.intohylo,s4,-1,-1,-1
s4_path_n.0002.intohylo,s4,-1,-1,-1
s4_path_n.0004.intohylo,s4,-1,-1,-1
s4_path_n.0006.intohylo,s4,-1,-1,-1
s4_path_n.0008.intohylo,s4,-1,-1,-1
s4_path_n.0010.intohylo,s4,-1,-1,-1
s4_path_n.0012.intohylo,s4,-1,-1,-1
s4_path_n.0014.intohylo,s4,-1,-1,-1
s4_path_n.0016.intohylo,s4,-1,-1,-1
s4_path_n.0018.intohylo,s4,-1,-1,-1
s4_path_n.0020.intohylo,s4,-1,-1,-1
s4_path_n.0030.intohylo,s4,-1,-1,-1
s4_path_n.0040.intohylo,s4,-1,-1,-1
s4_path_n.0050.intohylo,s4,-1,-1,-1
s4_path_n.0060.intohylo,s4,-1,-1,-1
s4_path_n.0070.intohylo,s4,-1,-1,-1
s4_path_n.0080.intohylo,s4,-1,-1,-1
s4_path_n.0090.intohylo,s4,-1,-1,-1
s4_path_n.0100.intohylo,s4,-1,-1,-1
s4_path_n.0110.intohylo,s4,-1,-1,-1
s4_path_n.0120.intohylo,s4,-1,-1,-1
s4_path_n.0130.intohylo,s4,-1,-1,-1
s4_path_n.0140.intohylo,s4,-1,-1,-1
s4_path_n.0150.intohylo,s4,-1,-1,-1
s4_path_n.0160.intohylo,s4,-1,-1,-1
s4_path_n.0170.intohylo,s4,-1,-1,-1
s4_path_n.0180.intohylo,s4,-1,-1,-1
s4_path_n.0190.intohylo,s4,-1,-1,-1
s4_path_n.0200.intohylo,s4,-1,-1,-1
s4_path_n.0210.intohylo,s4,-1,-1,-1
s4_path_n.0220.intohylo,s4,-1,-1,-1
s4_path_n.0230.intohylo,s4,-1,-1,-1
s4_path_n.0240.intohylo,s4,-1,-1,-1
s4_path_n.0250.intohylo,s4,-1,-1,-1
s4_path_n.0260.intohylo,s4,-1,-1,-1
s4_path_n.0270.intohylo,s4,-1,-1,-1
s4_path_n.0280.intohylo,s4,-1,-1,-1
s4_path_n.0290.intohylo,s4,-1,-1,-1
s4_path_n.0300.intohylo,s4,-1,-1,-1
s4_path_n.0310.intohylo,s4,-1,-1,-1
s4_path_n.0320.intohylo,s4,-1,-1,-1
s4_path_n.0330.intohylo,s4,-1,-1,-1
s4_path_n.0340.intohylo,s4,-1,-1,-1
s4_path_n.0350.intohylo,s4,-1,-1,-1
s4_path_n.0360.intohylo,s4,-1,-1,-1
s4_path_n.0370.intohylo,s4,-1,-1,-1
s4_path_n.0380.intohylo,s4,-1,-1,-1
s4_path_n.0390.intohylo,s4,-1,-1,-1
s4_path_n.0400.intohylo,s4,-1,-1,-1
s4_path_n.0500.intohylo,s4,-1,-1,-1
s4_path_n.0600.intohylo,s4,-1,-1,-1
s4_path_n.0700.intohylo,s4,-1,-1,-1
s4_path_n.0800.intohylo,s4,-1,-1,-1
s4_path_n.0900.intohylo,s4,-1,-1,-1
s4_path_n.1000.intohylo,s4,-1,-1,-1
s4_path_n.1100.intohylo,s4,-1,-1,-1
s4_path_n.1200.intohylo,s4,-1,-1,-1
s4_path_p.0002.intohylo,s4,-1,-1,-1
s4_path_p.0004.intohylo,s4,-1,-1,-1
s4_path_p.0006.intohylo,s4,-1,-1,-1
s4_path_p.0008.intohylo,s4,-1,-1,-1
s4_path_p.0010.intohylo,s4,-1,-1,-1
s4_path_p.0012.intohylo,s4,-1,-1,-1
s4_path_p.0014.intohylo,s4,-1,-1,-1
s4_path_p.0016.intohylo,s4,-1,-1,-1
s4_path_p.0018.intohylo,s4,-1,-1,-1
s4_path_p.0020.intohylo,s4,-1,-1,-1
s4_path_p.0030.intohylo,s4,-1,-1,-1
s4_path_p.0040.intohylo,s4,-1,-1,-1
s4_path_p.0050.intohylo,s4,-1,-1,-1
s4_path_p.0060.intohylo,s4,-1,-1,-1
s4_path_p.0070.intohylo,s4,-1,-1,-1
s4_path_p.0080.intohylo,s4,-1,-1,-1
s4_path_p.0090.intohylo,s4,-1,-1,-1
s4_path_p.0100.intohylo,s4,-1,-1,-1
s4_path_p.0110.intohylo,s4,-1,-1,-1
s4_path_p.0120.intohylo,s4,-1,-1,-1
s4_path_p.0130.intohylo,s4,-1,-1,-1
s4_path_p.0140.intohylo,s4,-1,-1,-1
s4_path_p.0150.intohylo,s4,-1,-1,-1
s4_path_p.0160.intohylo,s4,-1,-1,-1
s4_path_p.0170.intohylo,s4,-1,-1,-1
s4_path_p.0180.intohylo,s4,-1,-1,-1
s4_path_p.0190.intohylo,s4,-1,-1,-1
s4_path_p.0200.intohylo,s4,-1,-1,-1
s4_path_p.0210.intohylo,s4,-1,-1,-1
s4_path_p.0220.intohylo,s4,-1,-1,-1
s4_path_p.0230.intohylo,s4,-1,-1,-1
s4_path_p.0240.intohylo,s4,-1,-1,-1
s4_path_p.0250.intohylo,s4,-1,-1,-1
s4_path_p.0260.intohylo,s4,-1,-1,-1
s4_path_p.0270.intohylo,s4,-1,-1,-1
s4_path_p.0280.intohylo,s4,-1,-1,-1
s4_path_p.0290.intohylo,s4,-1,-1,-1
s4_path_p.0300.intohylo,s4,-1,-1,-1
s4_path_p.0310.intohylo,s4,-1,-1,-1
s4_path_p.0320.intohylo,s4,-1,-1,-1
s4_path_p.0330.intohylo,s4,-1,-1,-1
s4_path_p.0340.intohylo,s4,-1,-1,-1
s4_path_p.0350.intohylo,s4,-1,-1,-1
s4_path_p.0360.intohylo,s4,-1,-1,-1
s4_path_p.0370.intohylo,s4,-1,-1,-1
s4_path_p.0380.intohylo,s4,-1,-1,-1
s4_path_p.0390.intohylo,s4,-1,-1,-1
s4_path_p.0400.intohylo,s4,-1,-1,-1
s4_path_p.0500.intohylo,s4,-1,-1,-1
s4_path_p.0600.intohylo,s4,-1,-1,-1
s4_path_p.0700.intohylo,s4,-1,-1,-1
s4_path_p.0800.intohylo,s4,-1,-1,-1
s4_path_p.0900.intohylo,s4,-1,-1,-1
s4_path_p.1000.intohylo,s4,-1,-1,-1
s4_path_p.1100.intohylo,s4,-1,-1,-1
s4_path_p.1200.intohylo,s4,-1,-1,-1
s4_ph_n.0001.intohylo,s4,-1,-1,-1
s4_ph_n.0002.intohylo,s4,-1,-1,-1
s4_ph_n.0003.intohylo,s4,-1,-1,-1
s4_ph_n.0004.intohylo,s4,-1,-1,-1
s4_ph_n.0005.intohylo,s4,-1,-1,-1
s4_ph_n.0006.intohylo,s4,-1,-1,-1
s4_ph_n.0007.intohylo,s4,-1,-1,-1
s4_ph_n.0008.intohylo,s4,-1,-1,-1
s4_ph_n.0009.intohylo,s4,-1,-1,-1
s4_ph_n.0010.intohylo,s4,-1,-1,-1
s4_ph_n.0011.intohylo,s4,-1,-1,-1
s4_ph_n.0012.intohylo,s4,-1,-1,-1
s4_ph_n.0013.intohylo,s4,-1,-1,-1
s4_ph_n.0014.intohylo,s4,-1,-1,-1
s4_ph_n.0015.intohylo,s4,-1,-1,-1
s4_ph_n.0016.intohylo,s4,-1,-1,-1
s4_ph_n.0017.intohylo,s4,-1,-1,-1
s4_ph_n.0018.intohylo,s4,-1,-1,-1
s4_ph_n.0019.intohylo,s4,-1,-1,-1
s4_ph_n.0020.intohylo,s4,-1,-1,-1
s4_ph_n.0021.intohylo,s4,-1,-1,-1
s4_ph_n.0022.intohylo,s4,-1,-1,-1
s4_ph_n.0023.intohylo,s4,-1,-1,-1
s4_ph_n.0024.intohylo,s4,-1,-1,-1
s4_ph_n.0025.intohylo,s4,-1,-1,-1
s4_ph_n.0026.intohylo,s4,-1,-1,-1
s4_ph_n.0027.intohylo,s4,-1,-1,-1
s4_ph_n.0028.intohylo,s4,-1,-1,-1
s4_ph_n.0029.intohylo,s4,-1,-1,-1
s4_ph_n.0030.intohylo,s4,-1,-1,-1
s4_ph_n.0031.intohylo,s4,-1,-1,-1
s4_ph_n.0032.intohylo,s4,-1,-1,-1
s4_ph_n.0033.intohylo,s4,-1,-1,-1
s4_ph_n.0034.intohylo,s4,-1,-1,-1
s4_ph_n.0035.intohylo,s4,-1,-1,-1
s4_ph_n.0036.intohylo,s4,-1,-1,-1
s4_ph_n.0037.intohylo,s4,-1,-1,-1
s4_ph_n.0038.intohylo,s4,-1,-1,-1
s4_ph_n.0039.intohylo,s4,-1,-1,-1
s4_ph_n.0040.intohylo,s4,-1,-1,-1
s4_ph_n.0041.intohylo,s4,-1,-1,-1
s4_ph_n.0042.intohylo,s4,-1,-1,-1
s4_ph_n.0043.intohylo,s4,-1,-1,-1
s4_ph_n.0044.intohylo,s4,-1,-1,-1
s4_ph_n.0045.intohylo,s4,-1,-1,-1
s4_ph_n.0046.intohylo,s4,-1,-1,-1
s4_ph_n.0047.intohylo,s4,-1,-1,-1
s4_ph_n.0048.intohylo,s4,-1,-1,-1
s4_ph_n.0049.intohylo,s4,-1,-1,-1
s4_ph_n.0050.intohylo,s4,-1,-1,-1
s4_ph_n.0051.intohylo,s4,-1,-1,-1
s4_ph_n.0052.intohylo,s4,-1,-1,-1
s4_ph_n.0053.intohylo,s4,-1,-1,-1
s4_ph_n.0054.intohylo,s4,-1,-1,-1
s4_ph_n.0055.intohylo,s4,-1,-1,-1
s4_ph_n.0056.intohylo,s4,-1,-1,-1
s4_ph_p.0001.intohylo,s4,-1,-1,-1
s4_ph_p.0002.intohylo,s4,-1,-1,-1
s4_ph_p.0003.intohylo,s4,-1,-1,-1
s4_ph_p.0004.intohylo,s4,-1,-1,-1
s4_ph_p.0005.intohylo,s4,-1,-1,-1
s4_ph_p.0006.intohylo,s4,-1,-1,-1
s4_ph_p.0007.intohylo,s4,-1,-1,-1
s4_ph_p.0008.intohylo,s4,-1,-1,-1
s4_ph_p.0009.intohylo,s4,-1,-1,-1
s4_ph_p.0010.intohylo,s4,-1,-1,-1
s4_ph_p.0011.intohylo,s4,-1,-1,-1
s4_ph_p.0012.intohylo,s4,-1,-1,-1
s4_ph_p.0013.intohylo,s4,-1,-1,-1
s4_ph_p.0014.intohylo,s4,-1,-1,-1
s4_ph_p.0015.intohylo,s4,-1,-1,-1
s4_ph_p.0016.intohylo,s4,-1,-1,-1
s4_ph_p.0017.intohylo,s4,-1,-1,-1
s4_ph_p.0018.intohylo,s4,-1,-1,-1
s4_ph_p.0019.intohylo,s4,-1,-1,-1
s4_ph_p.0020.intohylo,s4,-1,-1,-1
s4_ph_p.0021.intohylo,s4,-1,-1,-1
s4_ph_p.0022.intohylo,s4,-1,-1,-1
s4_ph_p.0023.intohylo,s4,-1,-1,-1
s4_ph_p.0024.intohylo,s4,-1,-1,-1
s4_ph_p.0025.intohylo,s4,-1,-1,-1
s4_ph_p.0026.intohylo,s4,-1,-1,-1
s4_ph_p.0027.intohylo,s4,-1,-1,-1
s4_ph_p.0028.intohylo,s4,-1,-1,-1
s4_ph_p.0029.intohylo,s4,-1,-1,-1
s4_ph_p.0030.intohylo,s4,-1,-1,-1
s4_ph_p.0031.intohylo,s4,-1,-1,-1
s4_ph_p.0032.intohylo,s4,-1,-1,-1
s4_ph_p.0033.intohylo,s4,-1,-1,-1
s4_ph_p.0034.intohylo,s4,-1,-1,-1
s4_ph_p.0035.intohylo,s4,-1,-1,-1
s4_ph_p.0036.intohylo,s4,-1,-1,-1
s4_ph_p.0037.intohylo,s4,-1,-1,-1
s4_ph_p.0038.intohylo,s4,-1,-1,-1
s4_ph_p.0039.intohylo,s4,-1,-1,-1
s4_ph_p.0040.intohylo,s4,-1,-1,-1
s4_ph_p.0041.intohylo,s4,-1,-1,-1
s4_ph_p.0042.intohylo,s4,-1,-1,-1
s4_ph_p.0043.intohylo,s4,-1,-1,-1
s4_ph_p.0044.intohylo,s4,-1,-1,-1
s4_ph_p.0045.intohylo,s4,-1,-1,-1
s4_ph_p.0046.intohylo,s4,-1,-1,-1
s4_ph_p.0047.intohylo,s4,-1,-1,-1
s4_ph_p.0048.intohylo,s4,-1,-1,-1
s4_ph_p.0049.intohylo,s4,-1,-1,-1
s4_ph_p.0050.intohylo,s4,-1,-1,-1
s4_ph_p.0051.intohylo,s4,-1,-1,-1
s4_ph_p.0052.intohylo,s4,-1,-1,-1
s4_ph_p.0053.intohylo,s4,-1,-1,-1
s4_ph_p.0054.intohylo,s4,-1,-1,-1
s4_ph_p.0055.intohylo,s4,-1,-1,-1
s4_ph_p.0056.intohylo,s4,-1,-1,-1
s4_s5_n.0001.intohylo,s4,-1,-1,-1
s4_s5_n.0002.intohylo,s4,-1,-1,-1
s4_s5_n.0003.intohylo,s4,-1,-1,-1
s4_s5_n.0004.intohylo,s4,-1,-1,-1
s4_s5_n.0005.intohylo,s4,-1,-1,-1
s4_s5_n.0006.intohylo,s4,-1,-1,-1
s4_s5_n.0007.intohylo,s4,-1,-1,-1
s4_s5_n.0008.intohylo,s4,-1,-1,-1
s4_s5_n.0009.intohylo,s4,-1,-1,-1
s4_s5_n.0010.intohylo,s4,-1,-1,-1
s4_s5_n.0011.intohylo,s4,-1,-1,-1
s4_s5_n.0012.intohylo,s4,-1,-1,-1
s4_s5_n.0013.intohylo,s4,-1,-1,-1
s4_s5_n.0014.intohylo,s4,-1,-1,-1
s4_s5_n.0015.intohylo,s4,-1,-1,-1
s4_s5_n.0016.intohylo,s4,-1,-1,-1
s4_s5_n.0017.intohylo,s4,-1,-1,-1
s4_s5_n.0018.intohylo,s4,-1,-1,-1
s4_s5_n.0019.intohylo,s4,-1,-1,-1
s4_s5_n.0020.intohylo,s4,-1,-1,-1
s4_s5_n.0021.intohylo,s4,-1,-1,-1
s4_s5_n.0022.intohylo,s4,-1,-1,-1
s4_s5_n.0023.intohylo,s4,-1,-1,-1
s4_s5_n.0024.intohylo,s4,-1,-1,-1
s4_s5_n.0025.intohylo,s4,-1,-1,-1
s4_s5_n.0026.intohylo,s4,-1,-1,-1
s4_s5_n.0027.intohylo,s4,-1,-1,-1
s4_s5_n.0028.intohylo,s4,-1,-1,-1
s4_s5_n.0029.intohylo,s4,-1,-1,-1
s4_s5_n.0030.intohylo,s4,-1,-1,-1
s4_s5_n.0031.intohylo,s4,-1,-1,-1
s4_s5_n.0032.intohylo,s4,-1,-1,-1
s4_s5_n.0033.intohylo,s4,-1,-1,-1
s4_s5_n.0034.intohylo,s4,-1,-1,-1
s4_s5_n.0035.intohylo,s4,-1,-1,-1
s4_s5_n.0036.intohylo,s4,-1,-1,-1
s4_s5_n.0037.intohylo,s4,-1,-1,-1
s4_s5_n.0038.intohylo,s4,-1,-1,-1
s4_s5_n.0039.intohylo,s4,-1,-1,-1
s4_s5_n.0040.intohylo,s4,-1,-1,-1
s4_s5_n.0041.intohylo,s4,-1,-1,-1
s4_s5_n.0042.intohylo,s4,-1,-1,-1
s4_s5_n.0043.intohylo,s4,-1,-1,-1
s4_s5_n.0044.intohylo,s4,-1,-1,-1
s4_s5_n.0045.intohylo,s4,-1,-1,-1
s4_s5_n.0046.intohylo,s4,-1,-1,-1
s4_s5_n.0047.intohylo,s4,-1,-1,-1
s4_s5_n.0048.intohylo,s4,-1,-1,-1
s4_s5_n.0049.intohylo,s4,-1,-1,-1
s4_s5_n.0050.intohylo,s4,-1,-1,-1
s4_s5_n.0051.intohylo,s4,-1,-1,-1
s4_s5_n.0052.intohylo,s4,-1,-1,-1
s4_s5_n.0053.intohylo,s4,-1,-1,-1
s4_s5_n.0054.intohylo,s4,-1,-1,-1
s4_s5_n.0055.intohylo,s4,-1,-1,-1
s4_s5_n.0056.intohylo,s4,-1,-1,-1
s4_s5_p.0001.intohylo,s4,-1,-1,-1
s4_s5_p.0002.intohylo,s4,-1,-1,-1
s4_s5_p.0003.intohylo,s4,-1,-1,-1
s4_s5_p.0004.intohylo,s4,-1,-1,-1
s4_s5_p.0005.intohylo,s4,-1,-1,-1
s4_s5_p.0006.intohylo,s4,-1,-1,-1
s4_s5_p.0007.intohylo,s4,-1,-1,-1
s4_s5_p.0008.intohylo,s4,-1,-1,-1
s4_s5_p.0009.intohylo,s4,-1,-1,-1
s4_s5_p.0010.intohylo,s4,-1,-1,-1
s4_s5_p.0011.intohylo,s4,-1,-1,-1
s4_s5_p.0012.intohylo,s4,-1,-1,-1
s4_s5_p.0013.intohylo,s4,-1,-1,-1
s4_s5_p.0014.intohylo,s4,-1,-1,-1
s4_s5_p.0015.intohylo,s4,-1,-1,-1
s4_s5_p.0016.intohylo,s4,-1,-1,-1
s4_s5_p.0017.intohylo,s4,-1,-1,-1
s4_s5_p.0018.intohylo,s4,-1,-1,-1
s4_s5_p.0019.intohylo,s4,-1,-1,-1
s4_s5_p.0020.intohylo,s4,-1,-1,-1
s4_s5_p.0021.intohylo,s4,-1,-1,-1
s4_s5_p.0022.intohylo,s4,-1,-1,-1
s4_s5_p.0023.intohylo,s4,-1,-1,-1
s4_s5_p.0024.intohylo,s4,-1,-1,-1
s4_s5_p.0025.intohylo,s4,-1,-1,-1
s4_s5_p.0026.intohylo,s4,-1,-1,-1
s4_s5_p.0027.intohylo,s4,-1,-1,-1
s4_s5_p.0028.intohylo,s4,-1,-1,-1
s4_s5_p.0029.intohylo,s4,-1,-1,-1
s4_s5_p.0030.intohylo,s4,-1,-1,-1
s4_s5_p.0031.intohylo,s4,-1,-1,-1
s4_s5_p.0032.intohylo,s4,-1,-1,-1
s4_s5_p.0033.intohylo,s4,-1,-1,-1
s4_s5_p.0034.intohylo,s4,-1,-1,-1
s4_s5_p.0035.intohylo,s4,-1,-1,-1
s4_s5_p.0036.intohylo,s4,-1,-1,-1
s4_s5_p.0037.intohylo,s4,-1,-1,-1
s4_s5_p.0038.intohylo,s4,-1,-1,-1
s4_s5_p.0039.intohylo,s4,-1,-1,-1
s4_s5_p.0040.intohylo,s4,-1,-1,-1
s4_s5_p.0041.intohylo,s4,-1,-1,-1
s4_s5_p.0042.intohylo,s4,-1,-1,-1
s4_s5_p.0043.intohylo,s4,-1,-1,-1
s4_s5_p.0044.intohylo,s4,-1,-1,-1
s4_s5_p.0045.intohylo,s4,-1,-1,-1
s4_s5_p.0046.intohylo,s4,-1,-1,-1
s4_s5_p.0047.intohylo,s4,-1,-1,-1
s4_s5_p.0048.intohylo,s4,-1,-1,-1
s4_s5_p.0049.intohylo,s4,-1,-1,-1
s4_s5_p.0050.intohylo,s4,-1,-1,-1
s4_s5_p.0051.intohylo,s4,-1,-1,-1
s4_s5_p.0052.intohylo,s4,-1,-1,-1
s4_s5_p.0053.intohylo,s4,-1,-1,-1
s4_s5_p.0054.intohylo,s4,-1,-1,-1
s4_s5_p.0055.intohylo,s4,-1,-1,-1
s4_s5_p.0056.intohylo,s4,-1,-1,-1
s4_t4p_n.0010.intohylo,s4,-1,-1,-1
s4_t4p_n.0020.intohylo,s4,-1,-1,-1
s4_t4p_n.0030.intohylo,s4,-1,-1,-1
s4_t4p_n.0040.intohylo,s4,-1,-1,-1
s4_t4p_n.0050.intohylo,s4,-1,-1,-1
s4_t4p_n.0060.intohylo,s4,-1,-1,-1
s4_t4p_n.0070.intohylo,s4,-1,-1,-1
s4_t4p_n.0080.intohylo,s4,-1,-1,-1
s4_t4p_n.0090.intohylo,s4,-1,-1,-1
s4_t4p_n.0100.intohylo,s4,-1,-1,-1
s4_t4p_n.0200.intohylo,s4,-1,-1,-1
s4_t4p_n.0300.intohylo,s4,-1,-1,-1
s4_t4p_n.0400.intohylo,s4,-1,-1,-1
s4_t4p_n.0500.intohylo,s4,-1,-1,-1
s4_t4p_n.0600.intohylo,s4,-1,-1,-1
s4_t4p_n.0700.intohylo,s4,-1,-1,-1
s4_t4p_n.0800.intohylo,s4,-1,-1,-1
s4_t4p_n.0900.intohylo,s4,-1,-1,-1
s4_t4p_n.1000.intohylo,s4,-1,-1,-1
s4_t4p_n.1100.intohylo,s4,-1,-1,-1
s4_t4p_n.1200.intohylo,s4,-1,-1,-1
s4_t4p_n.1300.intohylo,s4,-1,-1,-1
s4_t4p_n.1400.intohylo,s4,-1,-1,-1
s4_t4p_n.1500.intohylo,s4,-1,-1,-1
s4_t4p_n.1600.intohylo,s4,-1,-1,-1
s4_t4p_n.1700.intohylo,s4,-1,-1,-1
s4_t4p_n.1800.intohylo,s4,-1,-1,-1
s4_t4p_n.1900.intohylo,s4,-1,-1,-1
s4_t4p_n.2000.intohylo,s4,-1,-1,-1
s4_t4p_n.2100.intohylo,s4,-1,-1,-1
s4_t4p_n.2200.intohylo,s4,-1,-1,-1
s4_t4p_n.2300.intohylo,s4,-1,-1,-1
s4_t4p_n.2400.intohylo,s4,-1,-1,-1
s4_t4p_n.2500.intohylo,s4,-1,-1,-1
s4_t4p_n.2600.intohylo,s4,-1,-1,-1
s4_t4p_n.2700.intohylo,s4,-1,-1,-1
s4_t4p_n.2800.intohylo,s4,-1,-1,-1
s4_t4p_n.2900.intohylo,s4,-1,-1,-1
s4_t4p_n.3000.intohylo,s4,-1,-1,-1
s4_t4p_n.3500.intohylo,s4,-1,-1,-1
s4_t4p_n.4000.intohylo,s4,-1,-1,-1
s4_t4p_n.4500.intohylo,s4,-1,-1,-1
s4_t4p_n.5000.intohylo,s4,-1,-1,-1
s4_t4p_n.5500.intohylo,s4,-1,-1,-1
s4_t4p_n.6000.intohylo,s4,-1,-1,-1
s4_t4p_n.6500.intohylo,s4,-1,-1,-1
s4_t4p_n.7000.intohylo,s4,-1,-1,-1
s4_t4p_n.7500.intohylo,s4,-1,-1,-1
s4_t4p_n.8000.intohylo,s4,-1,-1,-1
s4_t4p_n.9000.intohylo,s4,-1,-1,-1
s4_t4p_n.10000.intohylo,s4,-1,-1,-1
s4_t4p_n.11000.intohylo,s4,-1,-1,-1
s4_t4p_n.12000.intohylo,s4,-1,-1,-1
s4_t4p_n.13000.intohylo,s4,-1,-1,-1
s4_t4p_n.14000.intohylo,s4,-1,-1,-1
s4_t4p_n.15000.intohylo,s4,-1,-1,-1
s4_t4p_p.0010.intohylo,s4,-1,-1,-1
s4_t4p_p.0020.intohylo,s4,-1,-1,-1
s4_t4p_p.0030.intohylo,s4,-1,-1,-1
s4_t4p_p.0040.intohylo,s4,-1,-1,-1
s4_t4p_p.0050.intohylo,s4,-1,-1,-1
s4_t4p_p.0060.intohylo,s4,-1,-1,-1
s4_t4p_p.0070.intohylo,s4,-1,-1,-1
s4_t4p_p.0080.intohylo,s4,-1,-1,-1
s4_t4p_p.0090.intohylo,s4,-1,-1,-1
s4_t4p_p.0100.intohylo,s4,-1,-1,-1
s4_t4p_p.0200.intohylo,s4,-1,-1,-1
s4_t4p_p.0300.intohylo,s4,-1,-1,-1
s4_t4p_p.0400.intohylo,s4,-1,-1,-1
s4_t4p_p.0500.intohylo,s4,-1,-1,-1
s4_t4p_p.0600.intohylo,s4,-1,-1,-1
s4_t4p_p.0700.intohylo,s4,-1,-1,-1
s4_t4p_p.0800.intohylo,s4,-1,-1,-1
s4_t4p_p.0900.intohylo,s4,-1,-1,-1
s4_t4p_p.1000.intohylo,s4,-1,-1,-1
s4_t4p_p.1100.intohylo,s4,-1,-1,-1
s4_t4p_p.1200.intohylo,s4,-1,-1,-1
s4_t4p_p.1300.intohylo,s4,-1,-1,-1
s4_t4p_p.1400.intohylo,s4,-1,-1,-1
s4_t4p_p.1500.intohylo,s4,-1,-1,-1
s4_t4p_p.1600.intohylo,s4,-1,-1,-1
s4_t4p_p.1700.intohylo,s4,-1,-1,-1
s4_t4p_p.1800.intohylo,s4,-1,-1,-1
s4_t4p_p.1900.intohylo,s4,-1,-1,-1
s4_t4p_p.2000.intohylo,s4,-1,-1,-1
s4_t4p_p.2100.intohylo,s4,-1,-1,-1
s4_t4p_p.2200.intohylo,s4,-1,-1,-1
s4_t4p_p.2300.intohylo,s4,-1,-1,-1
s4_t4p_p.2400.intohylo,s4,-1,-1,-1
