File,CEGAR,Cheetah,S52SAT,LCK,KSP
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s7.intohylo",0.08703184127807617,3.8547348976135254,6.957824468612671,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s8.intohylo",0.0702810287475586,4.644615411758423,10.720401287078857,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s9.intohylo",0.07684874534606934,5.705279350280762,4.991549968719482,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s0.intohylo",0.07640695571899414,4.102623701095581,5.1599647998809814,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s1.intohylo",0.075439453125,4.358405590057373,12.116731882095337,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s2.intohylo",0.08135557174682617,4.182384967803955,5.67458963394165,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s3.intohylo",0.07742142677307129,5.308598518371582,5.160760879516602,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s4.intohylo",0.0732567310333252,5.3329572677612305,4.966838121414185,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s5.intohylo",0.08043718338012695,4.583137273788452,5.205274343490601,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s6.intohylo",0.12017679214477539,5.3457863330841064,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s7.intohylo",0.08748269081115723,4.5509631633758545,13.259407758712769,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s8.intohylo",0.07879996299743652,4.9500861167907715,5.630324840545654,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c600s9.intohylo",0.09574317932128906,6.591691017150879,7.987776756286621,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s0.intohylo",0.08192062377929688,5.861268043518066,5.6546244621276855,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s1.intohylo",0.24975228309631348,5.9422383308410645,20.607828378677368,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s2.intohylo",0.07651591300964355,4.451238632202148,19.296931743621826,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s3.intohylo",0.08446121215820312,4.799941539764404,5.2896647453308105,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s4.intohylo",0.08097600936889648,4.897668123245239,5.4863433837890625,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s5.intohylo",0.08813309669494629,6.238286018371582,5.754603862762451,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s6.intohylo",0.09612298011779785,4.3117921352386475,28.577888250350952,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s7.intohylo",0.08226418495178223,2.9206531047821045,7.587369918823242,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s8.intohylo",0.08277034759521484,5.109663724899292,6.337297677993774,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c620s9.intohylo",0.08439922332763672,4.53508734703064,5.561733961105347,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s0.intohylo",0.08606147766113281,4.049641847610474,5.746303558349609,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s1.intohylo",0.08098340034484863,5.3204286098480225,5.547294855117798,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s2.intohylo",0.08129000663757324,6.022074937820435,19.996752500534058,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s3.intohylo",0.09271407127380371,4.533955812454224,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s4.intohylo",0.0787053108215332,4.915189504623413,6.256518840789795,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s5.intohylo",0.09492754936218262,4.6799702644348145,6.081892728805542,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s6.intohylo",0.08359503746032715,3.7111690044403076,5.8909385204315186,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s7.intohylo",0.1929187774658203,8.631714105606079,7.845132827758789,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s8.intohylo",0.08021736145019531,4.090355157852173,5.227365970611572,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c640s9.intohylo",0.08019137382507324,4.856197834014893,13.655481338500977,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s0.intohylo",0.09041714668273926,4.515479803085327,6.41797947883606,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s1.intohylo",0.07805752754211426,4.984602689743042,6.115711450576782,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s2.intohylo",0.0786440372467041,4.43207573890686,5.989569902420044,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s3.intohylo",0.0855100154876709,5.562576770782471,5.898762464523315,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s4.intohylo",0.11811399459838867,4.882686138153076,14.103732347488403,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s5.intohylo",0.08096742630004883,5.627659797668457,6.655773878097534,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s6.intohylo",0.07921218872070312,4.643621921539307,23.543118000030518,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s7.intohylo",0.08995246887207031,5.305220365524292,10.726330280303955,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s8.intohylo",0.08972048759460449,6.092522144317627,6.3475542068481445,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c660s9.intohylo",0.08765029907226562,3.891941547393799,6.062258243560791,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s0.intohylo",0.15964698791503906,8.047616958618164,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s1.intohylo",0.13860726356506348,9.458368062973022,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s2.intohylo",0.25344085693359375,7.912918329238892,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s3.intohylo",0.07831621170043945,7.125463247299194,11.30832314491272,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s4.intohylo",0.3393402099609375,8.927981853485107,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s5.intohylo",0.37551045417785645,12.846599817276001,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s6.intohylo",0.264127254486084,9.218410015106201,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s7.intohylo",0.13507986068725586,10.30605936050415,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s8.intohylo",0.167402982711792,8.345615148544312,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c440s9.intohylo",0.24926042556762695,6.503495454788208,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s0.intohylo",0.1369335651397705,10.178448915481567,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s1.intohylo",0.18136930465698242,8.15625810623169,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s2.intohylo",0.13117575645446777,9.57265853881836,17.04249334335327,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s3.intohylo",0.17305207252502441,7.473222494125366,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s4.intohylo",0.08948683738708496,9.405757188796997,5.155907154083252,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s5.intohylo",0.13266682624816895,8.647327423095703,21.335108757019043,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s6.intohylo",0.08104920387268066,4.6438469886779785,5.212491989135742,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s7.intohylo",0.19058799743652344,4.593668699264526,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s8.intohylo",0.0769796371459961,7.471099138259888,5.469144344329834,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c460s9.intohylo",0.18580961227416992,7.058732748031616,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s0.intohylo",0.07947945594787598,7.385324478149414,11.716866493225098,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s1.intohylo",0.0805964469909668,4.54682731628418,5.264930725097656,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s2.intohylo",0.11552953720092773,4.709695100784302,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s3.intohylo",0.20377683639526367,5.076916694641113,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s4.intohylo",0.36237335205078125,4.888537883758545,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s5.intohylo",0.2677881717681885,4.536185026168823,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s6.intohylo",0.16486477851867676,9.497683048248291,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s7.intohylo",0.2306990623474121,9.29076075553894,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s8.intohylo",0.08164548873901367,7.413007736206055,19.887820959091187,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c480s9.intohylo",0.08182024955749512,4.6660075187683105,5.796996831893921,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s0.intohylo",0.2662186622619629,4.499805688858032,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s1.intohylo",0.3974902629852295,11.051362991333008,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s2.intohylo",0.09003639221191406,4.775174856185913,5.992038726806641,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s3.intohylo",0.08985638618469238,4.4243385791778564,6.864716529846191,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s4.intohylo",0.11063218116760254,4.510348558425903,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s5.intohylo",0.14582467079162598,6.1944708824157715,7.209781885147095,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s6.intohylo",0.16911649703979492,4.799021005630493,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s7.intohylo",0.17115426063537598,4.870980262756348,28.58537793159485,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s8.intohylo",0.18050360679626465,10.586308240890503,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c500s9.intohylo",0.1670060157775879,4.5049872398376465,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s0.intohylo",0.08888888359069824,5.464292049407959,6.612701416015625,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s1.intohylo",0.08939433097839355,4.97446608543396,8.351105690002441,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s2.intohylo",0.0877070426940918,4.940780401229858,6.932747840881348,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s3.intohylo",0.19185495376586914,5.379647254943848,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s4.intohylo",0.0881052017211914,5.313047647476196,7.182206392288208,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s5.intohylo",0.15511584281921387,5.34525728225708,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s6.intohylo",0.3386828899383545,5.305710554122925,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s7.intohylo",0.11759614944458008,5.485252618789673,20.385143756866455,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s8.intohylo",0.08527278900146484,4.9707159996032715,6.726115942001343,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c520s9.intohylo",0.2040843963623047,5.628360033035278,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s0.intohylo",0.09158873558044434,5.390537261962891,23.698326349258423,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s1.intohylo",0.19183349609375,6.31204628944397,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s2.intohylo",0.09631180763244629,5.3326873779296875,6.992037773132324,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s3.intohylo",0.26729917526245117,5.770423412322998,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s4.intohylo",0.0915825366973877,4.9216039180755615,6.821338653564453,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s5.intohylo",0.14296317100524902,5.3156211376190186,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s6.intohylo",0.08452725410461426,5.176987886428833,6.5644001960754395,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s7.intohylo",0.08985471725463867,6.211771726608276,7.088334798812866,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s8.intohylo",0.32918787002563477,5.9513099193573,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c540s9.intohylo",0.1785891056060791,5.793670654296875,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s0.intohylo",0.09116172790527344,5.827160120010376,10.494150876998901,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s1.intohylo",0.151076078414917,6.001436233520508,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s2.intohylo",0.09595823287963867,6.22322678565979,7.2738683223724365,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s3.intohylo",0.09511208534240723,5.788117170333862,7.716113567352295,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s4.intohylo",0.10917901992797852,6.271204710006714,10.650318622589111,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s5.intohylo",0.12389135360717773,7.036961317062378,8.55995225906372,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s6.intohylo",0.11227202415466309,6.52278733253479,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s7.intohylo",0.12062668800354004,5.503350019454956,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s8.intohylo",0.10214352607727051,6.09168267250061,7.493349313735962,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c560s9.intohylo",0.13370776176452637,6.643551588058472,31.698514461517334,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s0.intohylo",0.267291784286499,6.1515467166900635,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s1.intohylo",0.10384368896484375,7.1826231479644775,8.432574987411499,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s2.intohylo",0.13268065452575684,6.925549745559692,19.90889859199524,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s3.intohylo",0.09973335266113281,6.359953880310059,10.073814392089844,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s4.intohylo",0.10424017906188965,6.887629747390747,12.749375343322754,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s5.intohylo",0.12858867645263672,7.528305530548096,8.634011030197144,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s6.intohylo",0.1000821590423584,6.6824750900268555,12.527676105499268,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s7.intohylo",0.14330458641052246,6.7228593826293945,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s8.intohylo",0.09911537170410156,6.913767099380493,8.37251353263855,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c580s9.intohylo",0.10038328170776367,6.4499852657318115,10.318962335586548,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s0.intohylo",0.10696029663085938,7.403138160705566,9.353925704956055,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s1.intohylo",0.10138845443725586,7.569967746734619,9.117651462554932,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s2.intohylo",0.30417943000793457,7.035534858703613,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s3.intohylo",0.13086938858032227,7.026698350906372,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s4.intohylo",0.2501561641693115,7.323920011520386,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s5.intohylo",0.10759711265563965,6.920387268066406,8.813654899597168,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s6.intohylo",0.1053476333618164,6.837028741836548,9.420238971710205,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s7.intohylo",0.1000065803527832,6.413695573806763,8.697062730789185,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s8.intohylo",0.09970951080322266,6.937506198883057,20.80731964111328,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c600s9.intohylo",0.11102724075317383,6.543087005615234,14.789927005767822,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s0.intohylo",0.10414528846740723,7.201533555984497,9.262562990188599,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s1.intohylo",0.6870694160461426,7.166787624359131,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s2.intohylo",0.11084938049316406,7.152541160583496,9.608882427215576,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s3.intohylo",0.10907983779907227,6.875007390975952,9.341677188873291,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s4.intohylo",0.10803627967834473,7.358461141586304,9.53556203842163,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s5.intohylo",0.16067051887512207,6.8092041015625,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s6.intohylo",0.19618606567382812,6.799407482147217,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s7.intohylo",0.10246777534484863,6.9039225578308105,11.167453527450562,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s8.intohylo",0.12752962112426758,7.0639214515686035,12.843485355377197,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,3,3,0]]]nm0.5np0.5c620s9.intohylo",0.10180950164794922,7.48360538482666,17.67962884902954,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s0.intohylo",7.185977458953857,0.4458026885986328,4.770493507385254,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s1.intohylo",3.0644752979278564,0.4541351795196533,23.083476543426514,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s2.intohylo",12.107901573181152,0.4266226291656494,-1.0,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s3.intohylo",2.331068277359009,0.3259763717651367,11.714107513427734,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s4.intohylo",7.350109100341797,0.5461320877075195,1.052098274230957,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s5.intohylo",8.71869707107544,0.6967587471008301,20.401956796646118,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s6.intohylo",8.257263660430908,0.9813270568847656,3.5324432849884033,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s7.intohylo",6.219560146331787,0.59027099609375,-1.0,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s8.intohylo",12.835464477539062,0.5652804374694824,-1.0,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c120s9.intohylo",5.284679174423218,0.5464146137237549,-1.0,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c132s0.intohylo",7.9893341064453125,0.5608429908752441,31.45901131629944,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c132s1.intohylo",7.90689754486084,1.5685474872589111,3.710338592529297,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c132s2.intohylo",9.367908716201782,0.9740560054779053,-1.0,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c132s3.intohylo",14.017854928970337,0.6446304321289062,-1.0,-1.0,-1.0
"v06m1d1C[[0,0,1]]p[[[],[],[1,0,0,0]]]nm0.5np0.5c132s4.intohylo",11.261241912841797,0.6023788452148438,-1.0,-1.0,-1.0
