File,CEGAR,Cheetah,S52SAT,LCK,KSP
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s9.intohylo",0.04112815856933594,0.4122583866119385,1.4143919944763184,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s0.intohylo",0.02988123893737793,0.4092416763305664,1.9558463096618652,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s1.intohylo",0.03188014030456543,0.45963549613952637,1.8331620693206787,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s2.intohylo",0.04378676414489746,0.4253373146057129,2.0349843502044678,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s3.intohylo",0.028255701065063477,0.4350714683532715,1.8225393295288086,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s4.intohylo",0.030818700790405273,0.45497822761535645,2.0466949939727783,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s5.intohylo",0.03149223327636719,0.35233449935913086,1.896484375,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s6.intohylo",0.04291057586669922,0.5290508270263672,2.803025960922241,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s7.intohylo",0.028288841247558594,0.3544156551361084,1.9654524326324463,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s8.intohylo",0.03393959999084473,0.43579697608947754,2.3619816303253174,-1.0,-1.0
"v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s9.intohylo",0.02748417854309082,0.3895566463470459,2.5002241134643555,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s0.intohylo",0.017983675003051758,0.04603266716003418,0.2212362289428711,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s1.intohylo",0.016497135162353516,0.03694438934326172,0.212782621383667,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s2.intohylo",0.016783952713012695,0.05683398246765137,0.24723553657531738,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s3.intohylo",0.0161745548248291,0.04577016830444336,0.2627720832824707,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s4.intohylo",0.021442174911499023,0.05616188049316406,0.2869908809661865,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s5.intohylo",0.016522884368896484,0.043425559997558594,0.22768068313598633,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s6.intohylo",0.014739513397216797,0.048218488693237305,0.23964285850524902,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s7.intohylo",0.017289400100708008,0.06763386726379395,0.270977258682251,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s8.intohylo",0.016947269439697266,0.05659770965576172,0.2596719264984131,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s9.intohylo",0.01593160629272461,0.0658102035522461,0.3074948787689209,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s0.intohylo",0.01781153678894043,0.06408286094665527,0.39138150215148926,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s1.intohylo",0.02440786361694336,0.07326436042785645,0.4632070064544678,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s2.intohylo",0.019119739532470703,0.09995436668395996,0.3791923522949219,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s3.intohylo",0.024743080139160156,0.07822728157043457,0.3218388557434082,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s4.intohylo",0.017144203186035156,0.06824707984924316,0.3745296001434326,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s5.intohylo",0.019222259521484375,0.06978631019592285,0.43116164207458496,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s6.intohylo",0.017957210540771484,0.07689166069030762,0.34572386741638184,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s7.intohylo",0.017933368682861328,0.05677652359008789,0.3030738830566406,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s8.intohylo",0.022274494171142578,0.0976712703704834,0.47093772888183594,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s9.intohylo",0.016115427017211914,0.06804156303405762,0.3370060920715332,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s0.intohylo",0.01999187469482422,0.10930538177490234,0.49349355697631836,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s1.intohylo",0.019223451614379883,0.11934208869934082,0.5450196266174316,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s2.intohylo",0.020650386810302734,0.07962417602539062,0.48357391357421875,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s3.intohylo",0.022106409072875977,0.11538028717041016,0.5594449043273926,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s4.intohylo",0.022060632705688477,0.10073375701904297,0.5245494842529297,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s5.intohylo",0.019226789474487305,0.08636474609375,0.4986765384674072,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s6.intohylo",0.0191500186920166,0.09148836135864258,0.5026657581329346,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s7.intohylo",0.018077611923217773,0.09564805030822754,0.5284461975097656,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s8.intohylo",0.017721176147460938,0.1275348663330078,0.47458386421203613,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s9.intohylo",0.020509958267211914,0.09895467758178711,0.5528178215026855,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s0.intohylo",0.022704362869262695,0.14225268363952637,0.988910436630249,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s1.intohylo",0.02060842514038086,0.13530945777893066,0.7281947135925293,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s2.intohylo",0.022787094116210938,0.12860321998596191,0.9298355579376221,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s3.intohylo",0.02256178855895996,0.12728357315063477,0.6793158054351807,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s4.intohylo",0.019403457641601562,0.11793971061706543,0.5924854278564453,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s5.intohylo",0.024977445602416992,0.12127566337585449,0.7339208126068115,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s6.intohylo",0.020691394805908203,0.11675691604614258,0.6462874412536621,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s7.intohylo",0.01921248435974121,0.09502077102661133,0.6645095348358154,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s8.intohylo",0.024405479431152344,0.11501145362854004,0.7890415191650391,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s9.intohylo",0.021843671798706055,0.11868572235107422,0.6712179183959961,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s0.intohylo",0.023840665817260742,0.16178226470947266,0.929253101348877,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s1.intohylo",0.025328397750854492,0.1664135456085205,0.9969813823699951,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s2.intohylo",0.024536848068237305,0.1700880527496338,0.9004571437835693,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s3.intohylo",0.021329164505004883,0.1716601848602295,0.9463984966278076,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s4.intohylo",0.024109601974487305,0.15443897247314453,1.106720209121704,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s5.intohylo",0.022584199905395508,0.15668487548828125,0.877875804901123,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s6.intohylo",0.02240753173828125,0.15495920181274414,0.8156211376190186,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s7.intohylo",0.023550033569335938,0.19409465789794922,1.1443548202514648,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s8.intohylo",0.021810531616210938,0.13385963439941406,0.7835166454315186,-1.0,-1.0
"v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s9.intohylo",0.023355722427368164,0.143904447555542,0.842606782913208,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s0.intohylo",0.012922525405883789,0.018893718719482422,0.11369609832763672,0.42380380630493164,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s1.intohylo",0.012331724166870117,0.022665739059448242,0.14039373397827148,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s2.intohylo",0.012320280075073242,0.02001333236694336,0.12351512908935547,3.936246871948242,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s3.intohylo",0.012729644775390625,0.02561187744140625,0.14416956901550293,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s4.intohylo",0.012531757354736328,0.019132137298583984,0.11882209777832031,25.942692041397095,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s5.intohylo",0.013373851776123047,0.028668642044067383,0.13579320907592773,1.640470266342163,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s6.intohylo",0.016790390014648438,0.03342628479003906,0.1604313850402832,16.417881727218628,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s7.intohylo",0.012798786163330078,0.0200345516204834,0.12866425514221191,5.354946136474609,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s8.intohylo",0.014197587966918945,0.02215886116027832,0.12425875663757324,16.068824529647827,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c060s9.intohylo",0.016983985900878906,0.02048206329345703,0.1447007656097412,22.16354727745056,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s0.intohylo",0.013459444046020508,0.028800010681152344,0.1622757911682129,7.957295894622803,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s1.intohylo",0.014698266983032227,0.03234386444091797,0.21734333038330078,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s2.intohylo",0.013134479522705078,0.02847886085510254,0.19710326194763184,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s3.intohylo",0.014101266860961914,0.027568817138671875,0.19676470756530762,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s4.intohylo",0.01404428482055664,0.03083181381225586,0.19848108291625977,14.100811004638672,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s5.intohylo",0.014702320098876953,0.03375053405761719,0.22288727760314941,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s6.intohylo",0.01441502571105957,0.03427529335021973,0.19809508323669434,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s7.intohylo",0.015428781509399414,0.03837895393371582,0.2911224365234375,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s8.intohylo",0.01517796516418457,0.02667522430419922,0.21840763092041016,21.393590688705444,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s9.intohylo",0.014661550521850586,0.03554892539978027,0.19464731216430664,18.088350296020508,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s0.intohylo",0.020104646682739258,0.05013132095336914,0.35571718215942383,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s1.intohylo",0.014425992965698242,0.03841423988342285,0.2633175849914551,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s2.intohylo",0.016929149627685547,0.0444035530090332,0.32460856437683105,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s3.intohylo",0.014723539352416992,0.048795461654663086,0.4347560405731201,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s4.intohylo",0.014867067337036133,0.03560137748718262,0.2921760082244873,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s5.intohylo",0.016811132431030273,0.05019712448120117,0.30701446533203125,3.9180943965911865,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s6.intohylo",0.014335870742797852,0.037222862243652344,0.24140214920043945,3.6770389080047607,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s7.intohylo",0.015239238739013672,0.04129791259765625,0.2929706573486328,3.030846118927002,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s8.intohylo",0.015269041061401367,0.043828487396240234,0.325577974319458,19.172342777252197,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c100s9.intohylo",0.0162506103515625,0.06000685691833496,0.33277344703674316,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s0.intohylo",0.02252340316772461,0.057320356369018555,0.48876404762268066,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s1.intohylo",0.02286672592163086,0.08185243606567383,0.41542887687683105,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s2.intohylo",0.016348838806152344,0.05046486854553223,0.35256004333496094,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s3.intohylo",0.01720404624938965,0.06893730163574219,0.45537519454956055,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s4.intohylo",0.015873432159423828,0.03907179832458496,0.34293222427368164,13.703481435775757,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s5.intohylo",0.015923261642456055,0.053164005279541016,0.39058375358581543,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s6.intohylo",0.01586151123046875,0.0417943000793457,0.3787083625793457,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s7.intohylo",0.021335840225219727,0.06639289855957031,0.37198376655578613,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s8.intohylo",0.016502857208251953,0.05073714256286621,0.36188530921936035,-1.0,-1.0
"v04m1d2C[[0,4,1]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c120s9.intohylo",0.017885684967041016,0.057965755462646484,0.4693596363067627,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s0.intohylo",0.07170343399047852,2.920745611190796,22.457301139831543,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s1.intohylo",0.07970094680786133,2.6999692916870117,18.524862051010132,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s2.intohylo",0.06864523887634277,3.1120617389678955,17.71866011619568,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s3.intohylo",0.06390500068664551,2.5761210918426514,17.036592721939087,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s4.intohylo",0.06882357597351074,2.9939839839935303,18.789432048797607,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s5.intohylo",0.07819342613220215,3.0794873237609863,29.76135778427124,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s6.intohylo",0.09420108795166016,2.4615836143493652,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s7.intohylo",0.0686488151550293,2.7644236087799072,15.577645301818848,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s8.intohylo",0.1022024154663086,2.827094554901123,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c500s9.intohylo",0.07384204864501953,3.7381787300109863,21.442962646484375,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s0.intohylo",0.07565045356750488,3.116729974746704,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s1.intohylo",0.07284235954284668,3.0899550914764404,23.49659538269043,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s2.intohylo",0.07439804077148438,2.6279003620147705,16.65576934814453,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s3.intohylo",0.08278751373291016,4.036245346069336,24.282888174057007,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s4.intohylo",0.08527779579162598,4.071310758590698,21.11091923713684,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s5.intohylo",0.15273761749267578,4.603930473327637,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s6.intohylo",0.07765865325927734,3.1962718963623047,23.94633913040161,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s7.intohylo",0.0703742504119873,3.871070384979248,19.923031091690063,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s8.intohylo",0.07198333740234375,3.253906011581421,21.42745804786682,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c520s9.intohylo",0.06594634056091309,3.0456089973449707,31.731688976287842,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s0.intohylo",0.06852483749389648,4.433823823928833,19.00939178466797,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s1.intohylo",0.07561230659484863,3.3400864601135254,25.60537075996399,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s2.intohylo",0.0663003921508789,3.3939945697784424,24.542768478393555,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s3.intohylo",0.09848165512084961,4.167689085006714,21.705633878707886,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s4.intohylo",0.07710719108581543,4.171490430831909,19.39180326461792,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s5.intohylo",0.07381701469421387,3.260690927505493,19.861862659454346,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s6.intohylo",0.07491660118103027,4.75188422203064,22.21684193611145,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s7.intohylo",0.07474756240844727,3.5347445011138916,19.759498834609985,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s8.intohylo",0.0763394832611084,4.1413140296936035,25.764283180236816,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c540s9.intohylo",0.15398764610290527,3.2588987350463867,22.15941619873047,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s0.intohylo",0.07552695274353027,3.4055755138397217,20.902385711669922,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s1.intohylo",0.07940006256103516,4.192862272262573,20.01001739501953,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s2.intohylo",0.12910795211791992,3.4386940002441406,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s3.intohylo",0.0707406997680664,3.8727259635925293,20.347240924835205,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s4.intohylo",0.1273643970489502,3.6284070014953613,12.899546146392822,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s5.intohylo",0.07860612869262695,3.2520182132720947,23.431113481521606,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s6.intohylo",0.10025215148925781,4.115750789642334,27.172831773757935,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s7.intohylo",0.13950729370117188,3.301069736480713,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s8.intohylo",0.06962156295776367,3.3232686519622803,20.195804595947266,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c560s9.intohylo",0.07136368751525879,3.42021107673645,18.628870248794556,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s0.intohylo",0.11863517761230469,5.454479455947876,-1.0,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s1.intohylo",0.07527804374694824,3.5620720386505127,4.712882041931152,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s2.intohylo",0.08204126358032227,3.568166494369507,5.1185150146484375,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s3.intohylo",0.07431411743164062,3.122640371322632,8.55081820487976,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s4.intohylo",0.07214069366455078,4.815070629119873,4.898622751235962,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s5.intohylo",0.10913848876953125,3.3158698081970215,23.55739402770996,-1.0,-1.0
"v05m1d2C[[0,0,1]]p[[[],[],[0,1,4,0]]]nm0.5np0.5c580s6.intohylo",0.07107305526733398,2.899588108062744,4.527653694152832,-1.0,-1.0
